DB 0 MOTIF	FILTER_LEN10_0
 -38.0	0
 -37.0	7
 -36.0	3
 -35.0	1
 -34.0	4
 -33.0	0
 -32.0	4
 -31.0	7
 -30.0	6
 -29.0	5
 -28.0	4
 -27.0	5
 -26.0	4
 -25.0	5
 -24.0	7
 -23.0	4
 -22.0	3
 -21.0	5
 -20.0	6
 -19.0	0
 -18.0	3
 -17.0	1
 -16.0	1
 -15.0	3
 -14.0	7
 -13.0	4
 -12.0	0
 -11.0	2
 -10.0	4
  -9.0	2
  -8.0	1
  -7.0	0
  -6.0	0
  -5.0	0
  -4.0	3
  -3.0	1
  -2.0	2
  -1.0	1
   0.0	3
   1.0	0
   2.0	2
   3.0	1
   4.0	0
   5.0	0
   6.0	1
   7.0	0
   8.0	0
   9.0	1
  10.0	0
  11.0	0
  12.0	1
  13.0	0
  14.0	1
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	2
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_755
 -85.0	7
 -84.0	5
 -83.0	3
 -82.0	4
 -81.0	2
 -80.0	5
 -79.0	1
 -78.0	5
 -77.0	5
 -76.0	2
 -75.0	4
 -74.0	3
 -73.0	2
 -72.0	8
 -71.0	8
 -70.0	4
 -69.0	1
 -68.0	2
 -67.0	5
 -66.0	2
 -65.0	4
 -64.0	12
 -63.0	5
 -62.0	6
 -61.0	6
 -60.0	6
 -59.0	6
 -58.0	7
 -57.0	2
 -56.0	8
 -55.0	14
 -54.0	14
 -53.0	9
 -52.0	5
 -51.0	11
 -50.0	10
 -49.0	8
 -48.0	6
 -47.0	5
 -46.0	8
 -45.0	4
 -44.0	9
 -43.0	8
 -42.0	6
 -41.0	7
 -40.0	5
 -39.0	3
 -38.0	6
 -37.0	8
 -36.0	1
 -35.0	7
 -34.0	7
 -33.0	4
 -32.0	5
 -31.0	6
 -30.0	4
 -29.0	4
 -28.0	5
 -27.0	7
 -26.0	4
 -25.0	3
 -24.0	7
 -23.0	8
 -22.0	2
 -21.0	3
 -20.0	2
 -19.0	9
 -18.0	4
 -17.0	6
 -16.0	4
 -15.0	7
 -14.0	1
 -13.0	1
 -12.0	2
 -11.0	3
 -10.0	4
  -9.0	2
  -8.0	6
  -7.0	4
  -6.0	4
  -5.0	3
  -4.0	2
  -3.0	1
  -2.0	2
  -1.0	4
   0.0	3
   1.0	3
   2.0	3
   3.0	0
   4.0	0
   5.0	0
   6.0	0
   7.0	0
   8.0	1
   9.0	1
  10.0	1
  11.0	0
  12.0	0
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	0
  18.0	1
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	1
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_756
 -85.0	3
 -84.0	5
 -83.0	4
 -82.0	4
 -81.0	4
 -80.0	8
 -79.0	4
 -78.0	5.5
 -77.0	7
 -76.0	11
 -75.0	0
 -74.0	7
 -73.0	11
 -72.0	7
 -71.0	5.5
 -70.0	4
 -69.0	9
 -68.0	3
 -67.0	5
 -66.0	10
 -65.0	5
 -64.0	16
 -63.0	4
 -62.0	8
 -61.0	11
 -60.0	8
 -59.0	14
 -58.0	6
 -57.0	9
 -56.0	3
 -55.0	12
 -54.0	7
 -53.0	5
 -52.0	7
 -51.0	17
 -50.0	6
 -49.0	3
 -48.0	10
 -47.0	4
 -46.0	11
 -45.0	6
 -44.0	8
 -43.0	8
 -42.0	8
 -41.0	6
 -40.0	8
 -39.0	11
 -38.0	4
 -37.0	10
 -36.0	2
 -35.0	10
 -34.0	8
 -33.0	4
 -32.0	8
 -31.0	7
 -30.0	5
 -29.0	8
 -28.0	11
 -27.0	5
 -26.0	7
 -25.0	4
 -24.0	6
 -23.0	6
 -22.0	12
 -21.0	2
 -20.0	2
 -19.0	3
 -18.0	5
 -17.0	2
 -16.0	6
 -15.0	6
 -14.0	3
 -13.0	8
 -12.0	10
 -11.0	5
 -10.0	6
  -9.0	2
  -8.0	9
  -7.0	3
  -6.0	2
  -5.0	4
  -4.0	3
  -3.0	3
  -2.0	1
  -1.0	13
   0.0	4
   1.0	2
   2.0	1
   3.0	1
   4.0	0
   5.0	2
   6.0	2
   7.0	2
   8.0	1
   9.0	3
  10.0	3
  11.0	1
  12.0	0
  13.0	2
  14.0	1
  15.0	1
  16.0	0
  17.0	0
  18.0	1
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	2
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	2
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_757
 -85.0	16
 -84.0	6.5
 -83.0	16
 -82.0	16
 -81.0	10
 -80.0	11
 -79.0	12
 -78.0	13
 -77.0	24
 -76.0	14
 -75.0	15
 -74.0	17
 -73.0	6
 -72.0	10
 -71.0	9
 -70.0	12
 -69.0	14
 -68.0	12
 -67.0	11
 -66.0	6
 -65.0	9
 -64.0	10
 -63.0	13
 -62.0	5.5
 -61.0	13
 -60.0	5.5
 -59.0	7
 -58.0	7
 -57.0	11
 -56.0	11
 -55.0	11
 -54.0	5
 -53.0	1
 -52.0	7
 -51.0	8
 -50.0	4
 -49.0	1
 -48.0	8
 -47.0	2
 -46.0	8
 -45.0	4
 -44.0	10
 -43.0	7
 -42.0	8
 -41.0	7
 -40.0	4
 -39.0	7
 -38.0	7
 -37.0	6
 -36.0	5.5
 -35.0	7
 -34.0	9
 -33.0	6
 -32.0	6.5
 -31.0	7
 -30.0	1
 -29.0	3
 -28.0	1
 -27.0	10
 -26.0	11
 -25.0	6
 -24.0	8
 -23.0	6
 -22.0	2
 -21.0	5
 -20.0	9
 -19.0	2
 -18.0	7.5
 -17.0	1
 -16.0	2
 -15.0	6
 -14.0	4
 -13.0	2
 -12.0	2
 -11.0	0
 -10.0	3
  -9.0	5
  -8.0	2
  -7.0	1
  -6.0	0
  -5.0	1
  -4.0	4
  -3.0	3
  -2.0	3
  -1.0	3
   0.0	2
   1.0	2
   2.0	3
   3.0	0
   4.0	1
   5.0	2
   6.0	0
   7.0	0
   8.0	0
   9.0	1
  10.0	2
  11.0	2
  12.0	0
  13.0	0
  14.0	0
  15.0	1
  16.0	1
  17.0	0
  18.0	1
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_758
 -85.0	4
 -84.0	10
 -83.0	7
 -82.0	14
 -81.0	2
 -80.0	3
 -79.0	10
 -78.0	5
 -77.0	11
 -76.0	7
 -75.0	6
 -74.0	8
 -73.0	9
 -72.0	5
 -71.0	11
 -70.0	8
 -69.0	8
 -68.0	12
 -67.0	4
 -66.0	6
 -65.0	5
 -64.0	10
 -63.0	10
 -62.0	6
 -61.0	5
 -60.0	11
 -59.0	4
 -58.0	13
 -57.0	14
 -56.0	8
 -55.0	2
 -54.0	12
 -53.0	6
 -52.0	10
 -51.0	12
 -50.0	11
 -49.0	11
 -48.0	10
 -47.0	5
 -46.0	9
 -45.0	8
 -44.0	7
 -43.0	4
 -42.0	4
 -41.0	8
 -40.0	4
 -39.0	5
 -38.0	4
 -37.0	5
 -36.0	6
 -35.0	7
 -34.0	3
 -33.0	10
 -32.0	7
 -31.0	5
 -30.0	10
 -29.0	3
 -28.0	4
 -27.0	2
 -26.0	6
 -25.0	7
 -24.0	8
 -23.0	1
 -22.0	3
 -21.0	3
 -20.0	3
 -19.0	3
 -18.0	1
 -17.0	3
 -16.0	3
 -15.0	3
 -14.0	1
 -13.0	0
 -12.0	4
 -11.0	0
 -10.0	0
  -9.0	2
  -8.0	2
  -7.0	1
  -6.0	3
  -5.0	0
  -4.0	6
  -3.0	1
  -2.0	1
  -1.0	2
   0.0	0
   1.0	1
   2.0	3
   3.0	0
   4.0	0
   5.0	0
   6.0	0
   7.0	1
   8.0	2
   9.0	0
  10.0	1
  11.0	0
  12.0	0
  13.0	1
  14.0	1
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	1
  25.0	1
  26.0	0
  27.0	1
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	1
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_759
 -85.0	7
 -84.0	10
 -83.0	4
 -82.0	2
 -81.0	6
 -80.0	4
 -79.0	7
 -78.0	4
 -77.0	2
 -76.0	2
 -75.0	0
 -74.0	6
 -73.0	10
 -72.0	3
 -71.0	5
 -70.0	8
 -69.0	6
 -68.0	8
 -67.0	3
 -66.0	3
 -65.0	5
 -64.0	5
 -63.0	10
 -62.0	4
 -61.0	4
 -60.0	7
 -59.0	4
 -58.0	7
 -57.0	5
 -56.0	9
 -55.0	8
 -54.0	4
 -53.0	9
 -52.0	6
 -51.0	5
 -50.0	11
 -49.0	9
 -48.0	8
 -47.0	4
 -46.0	6
 -45.0	1
 -44.0	4
 -43.0	5
 -42.0	7
 -41.0	3
 -40.0	9
 -39.0	3
 -38.0	7
 -37.0	7
 -36.0	7
 -35.0	2
 -34.0	5
 -33.0	1
 -32.0	7
 -31.0	6
 -30.0	6
 -29.0	5
 -28.0	4
 -27.0	1
 -26.0	6
 -25.0	8
 -24.0	4
 -23.0	3
 -22.0	5
 -21.0	3
 -20.0	2
 -19.0	4
 -18.0	5
 -17.0	4
 -16.0	5
 -15.0	7
 -14.0	8
 -13.0	10
 -12.0	1
 -11.0	2
 -10.0	6
  -9.0	0
  -8.0	3
  -7.0	2
  -6.0	3
  -5.0	2
  -4.0	3
  -3.0	1
  -2.0	0
  -1.0	3
   0.0	1
   1.0	0
   2.0	5
   3.0	1
   4.0	0
   5.0	0
   6.0	0
   7.0	0
   8.0	0
   9.0	1
  10.0	1
  11.0	0
  12.0	0
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	1
  23.0	0
  24.0	0
  25.0	0
  26.0	1
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	1
  41.0	0
  42.0	0
  43.0	1
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_760
 -85.0	1
 -84.0	1
 -83.0	1
 -82.0	2
 -81.0	0
 -80.0	1
 -79.0	5
 -78.0	4
 -77.0	1
 -76.0	2
 -75.0	1
 -74.0	0
 -73.0	2
 -72.0	0
 -71.0	3
 -70.0	1
 -69.0	1
 -68.0	0
 -67.0	1
 -66.0	0
 -65.0	0
 -64.0	1
 -63.0	1
 -62.0	1
 -61.0	1
 -60.0	1
 -59.0	0
 -58.0	0
 -57.0	0
 -56.0	1
 -55.0	3
 -54.0	3
 -53.0	6
 -52.0	1
 -51.0	4
 -50.0	4
 -49.0	4
 -48.0	6
 -47.0	2
 -46.0	3
 -45.0	1
 -44.0	1
 -43.0	2
 -42.0	5
 -41.0	5
 -40.0	6
 -39.0	5
 -38.0	0
 -37.0	4
 -36.0	3
 -35.0	3
 -34.0	0
 -33.0	1
 -32.0	5
 -31.0	3
 -30.0	1
 -29.0	3
 -28.0	3
 -27.0	2
 -26.0	2
 -25.0	6
 -24.0	1
 -23.0	3
 -22.0	1
 -21.0	3
 -20.0	3
 -19.0	3
 -18.0	0
 -17.0	2
 -16.0	2
 -15.0	2
 -14.0	1
 -13.0	1
 -12.0	2
 -11.0	3
 -10.0	1
  -9.0	3
  -8.0	0
  -7.0	0
  -6.0	0
  -5.0	0
  -4.0	2
  -3.0	1
  -2.0	1
  -1.0	1
   0.0	1
   1.0	0
   2.0	2
   3.0	0
   4.0	6
   5.0	0
   6.0	1
   7.0	0
   8.0	0
   9.0	1
  10.0	1
  11.0	0
  12.0	1
  13.0	0
  14.0	1
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_761
 -85.0	3
 -84.0	5
 -83.0	3
 -82.0	6
 -81.0	9
 -80.0	4
 -79.0	2
 -78.0	5
 -77.0	5
 -76.0	10
 -75.0	6
 -74.0	11
 -73.0	5
 -72.0	6
 -71.0	5.5
 -70.0	5
 -69.0	5
 -68.0	5
 -67.0	4
 -66.0	6
 -65.0	1
 -64.0	8
 -63.0	6
 -62.0	3
 -61.0	0
 -60.0	6
 -59.0	10
 -58.0	2
 -57.0	4
 -56.0	7
 -55.0	8
 -54.0	3
 -53.0	6
 -52.0	4
 -51.0	3
 -50.0	3
 -49.0	7
 -48.0	6
 -47.0	8
 -46.0	2
 -45.0	4
 -44.0	8
 -43.0	4
 -42.0	6
 -41.0	7.5
 -40.0	4
 -39.0	6
 -38.0	10
 -37.0	8
 -36.0	6
 -35.0	5
 -34.0	1
 -33.0	5
 -32.0	5
 -31.0	3
 -30.0	1
 -29.0	2
 -28.0	1
 -27.0	6
 -26.0	3
 -25.0	8
 -24.0	6
 -23.0	5
 -22.0	3
 -21.0	4
 -20.0	5
 -19.0	3
 -18.0	5
 -17.0	1
 -16.0	3
 -15.0	2
 -14.0	1
 -13.0	2
 -12.0	1
 -11.0	1
 -10.0	4
  -9.0	0
  -8.0	1
  -7.0	2
  -6.0	3
  -5.0	1
  -4.0	0
  -3.0	2
  -2.0	0
  -1.0	0
   0.0	0
   1.0	1
   2.0	0
   3.0	0
   4.0	1
   5.0	0
   6.0	0
   7.0	1
   8.0	0
   9.0	0
  10.0	0
  11.0	1
  12.0	0
  13.0	0
  14.0	0
  15.0	2
  16.0	1
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	1
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	1
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_762
 -85.0	3
 -84.0	6
 -83.0	3
 -82.0	2
 -81.0	2
 -80.0	2
 -79.0	4
 -78.0	2
 -77.0	1
 -76.0	4
 -75.0	2
 -74.0	2
 -73.0	1
 -72.0	1
 -71.0	1
 -70.0	1
 -69.0	1
 -68.0	3
 -67.0	4
 -66.0	4
 -65.0	2
 -64.0	1
 -63.0	3
 -62.0	5
 -61.0	1
 -60.0	5
 -59.0	2
 -58.0	1
 -57.0	5
 -56.0	1
 -55.0	3
 -54.0	4
 -53.0	4
 -52.0	5
 -51.0	3
 -50.0	6
 -49.0	5
 -48.0	3
 -47.0	2
 -46.0	2
 -45.0	6
 -44.0	3
 -43.0	3
 -42.0	10
 -41.0	3
 -40.0	3
 -39.0	3
 -38.0	5
 -37.0	6
 -36.0	3
 -35.0	4
 -34.0	5
 -33.0	9
 -32.0	4
 -31.0	3
 -30.0	3
 -29.0	6
 -28.0	4
 -27.0	1
 -26.0	5
 -25.0	1
 -24.0	1
 -23.0	0
 -22.0	5
 -21.0	1
 -20.0	2
 -19.0	1
 -18.0	1
 -17.0	1
 -16.0	3
 -15.0	1
 -14.0	1
 -13.0	0
 -12.0	4
 -11.0	1
 -10.0	0
  -9.0	1
  -8.0	2
  -7.0	2
  -6.0	1
  -5.0	0
  -4.0	1
  -3.0	0
  -2.0	0
  -1.0	0
   0.0	0
   1.0	2
   2.0	0
   3.0	1
   4.0	1
   5.0	1
   6.0	0
   7.0	1
   8.0	1
   9.0	0
  10.0	1
  11.0	0
  12.0	0
  13.0	0
  14.0	0
  15.0	1
  16.0	1
  17.0	0
  18.0	0
  19.0	1
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	1
  33.0	0
  34.0	0
  35.0	1
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_763
 -85.0	2
 -84.0	5
 -83.0	3
 -82.0	3
 -81.0	1
 -80.0	1
 -79.0	3
 -78.0	0
 -77.0	2
 -76.0	2
 -75.0	3
 -74.0	3
 -73.0	7
 -72.0	4
 -71.0	6
 -70.0	2
 -69.0	3
 -68.0	6
 -67.0	1
 -66.0	5
 -65.0	2
 -64.0	4
 -63.0	3
 -62.0	7
 -61.0	3
 -60.0	5
 -59.0	3
 -58.0	6
 -57.0	4
 -56.0	8
 -55.0	5
 -54.0	5
 -53.0	6
 -52.0	4
 -51.0	5
 -50.0	5
 -49.0	3
 -48.0	3
 -47.0	5
 -46.0	3
 -45.0	3
 -44.0	2
 -43.0	2
 -42.0	3
 -41.0	4
 -40.0	1
 -39.0	1
 -38.0	1
 -37.0	4
 -36.0	2
 -35.0	3
 -34.0	3
 -33.0	2
 -32.0	3
 -31.0	1
 -30.0	2
 -29.0	3
 -28.0	2
 -27.0	4
 -26.0	1
 -25.0	3
 -24.0	2
 -23.0	1
 -22.0	1
 -21.0	2
 -20.0	1
 -19.0	1
 -18.0	1
 -17.0	3
 -16.0	6
 -15.0	3
 -14.0	1
 -13.0	1
 -12.0	0
 -11.0	2
 -10.0	1
  -9.0	0
  -8.0	3
  -7.0	3
  -6.0	2
  -5.0	1
  -4.0	0
  -3.0	0
  -2.0	2
  -1.0	0
   0.0	1
   1.0	1
   2.0	3
   3.0	1
   4.0	0
   5.0	0
   6.0	0
   7.0	1
   8.0	0
   9.0	0
  10.0	0
  11.0	1
  12.0	0
  13.0	0
  14.0	0
  15.0	0
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0.5
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	1
  41.0	0.5
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
  85.0	0
DB 0 MOTIF	FILTER_LEN10_764
 -85.0	4
 -84.0	3
 -83.0	6
 -82.0	3
 -81.0	2
 -80.0	7
 -79.0	2
 -78.0	1
 -77.0	5
 -76.0	4
 -75.0	3
 -74.0	4
 -73.0	4
 -72.0	8
 -71.0	6
 -70.0	2
 -69.0	9
 -68.0	9
 -67.0	6
 -66.0	3
 -65.0	1
 -64.0	6
 -63.0	3
 -62.0	4
 -61.0	5
 -60.0	1
 -59.0	2
 -58.0	2
 -57.0	1
 -56.0	3
 -55.0	4
 -54.0	1
 -53.0	3
 -52.0	6
 -51.0	3
 -50.0	2
 -49.0	2
 -48.0	10
 -47.0	3
 -46.0	1
 -45.0	5
 -44.0	4
 -43.0	3
 -42.0	5
 -41.0	3
 -40.0	1
 -39.0	10
 -38.0	2
 -37.0	1
 -36.0	10
 -35.0	6
 -34.0	5
 -33.0	2
 -32.0	2
 -31.0	7
 -30.0	1
 -29.0	3
 -28.0	3
 -27.0	4
 -26.0	4
 -25.0	3
 -24.0	1
 -23.0	3
 -22.0	5
 -21.0	2
 -20.0	8
 -19.0	4
 -18.0	2
 -17.0	1
 -16.0	3
 -15.0	1
 -14.0	1
 -13.0	4
 -12.0	1
 -11.0	2
 -10.0	0
  -9.0	2
  -8.0	0
  -7.0	1
  -6.0	0
  -5.0	2
  -4.0	1
  -3.0	2
  -2.0	0
  -1.0	0
   0.0	0
   1.0	0
   2.0	0
   3.0	0
   4.0	0
   5.0	0
   6.0	1
   7.0	0
   8.0	1
   9.0	0
  10.0	0
  11.0	1
  12.0	0
  13.0	0
  14.0	1
  15.0	1
  16.0	0
  17.0	0
  18.0	0
  19.0	0
  20.0	0
  21.0	0
  22.0	0
  23.0	0
  24.0	0
  25.0	0
  26.0	0
  27.0	0
  28.0	0
  29.0	0
  30.0	0
  31.0	0
  32.0	0
  33.0	0
  34.0	0
  35.0	0
  36.0	0
  37.0	0
  38.0	0
  39.0	0
  40.0	0
  41.0	0
  42.0	0
  43.0	0
  44.0	0
  45.0	0
  46.0	0
  47.0	0
  48.0	0
  49.0	0
  50.0	0
  51.0	0
  52.0	0
  53.0	0
  54.0	0
  55.0	0
  56.0	0
  57.0	0
  58.0	0
  59.0	0
  60.0	0
  61.0	0
  62.0	0
  63.0	0
  64.0	0
  65.0	0
  66.0	0
  67.0	0
  68.0	0
  69.0	0
  70.0	0
  71.0	0
  72.0	0
  73.0	0
  74.0	0
  75.0	0
  76.0	0
  77.0	0
  78.0	0
  79.0	0
  80.0	0
  81.0	0
  82.0	0
  83.0	0
  84.0	0
